,price,mileage,registration_date,engine_power,brand,model,registration_year,colour,type,fuel_type,is_after_accident,engine_size
990,"
€ 10.990,-
",13.000 km,08/2018,62 kW,Hyundai,i20,2018,Silber,Kleinwagen,Benzin,no_data_about_accident,"
1.248 cm³
"
991,"
€ 10.990,-
",44.900 km,05/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,no_data_about_accident,no_data
992,"
€ 10.990,-
",40.000 km,08/2018,66 kW,Hyundai,i20,2018,Braun,Limousine,Diesel (Rußpartikelfilter),,no_data
993,"
€ 10.999,-
",14.857 km,12/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Super 95,,no_data
994,"
€ 10.999,-
",30.815 km,07/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,,no_data
995,"
€ 10.999,-
",5.243 km,10/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,no_data_about_accident,"
1.298 cm³
"
996,"
€ 11.000,-
",30.000 km,10/2018,62 kW,Hyundai,i20,2018,Silber,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
997,"
€ 11.280,-
",10 km,10/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,no_data_about_accident,"
Front
"
998,"
€ 11.300,-
",7 km,12/2018,55 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
999,"
€ 11.385,-
",11.850 km,01/2018,62 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,no_data_about_accident,no_data
1000,"
€ 11.390,-
",10 km,09/2018,55 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1001,"
€ 11.450,-
",23.900 km,06/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1002,"
€ 11.480,-
",44.000 km,08/2018,66 kW,Hyundai,i20,2018,Schwarz,Limousine,Diesel (Rußpartikelfilter),,no_data
1003,"
€ 11.480,-
",15.110 km,06/2018,62 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Super E10 95,,no_data
1004,"
€ 11.480,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Silber,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
1.055 kg
"
1005,"
€ 11.490,-
",12.205 km,06/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,"
12 Monate
","
4
"
1006,"
€ 11.490,-
",10 km,09/2018,55 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1007,"
€ 11.490,-
",23.301 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,,"
1.248 cm³
"
1008,"
€ 11.490,-
",45.000 km,04/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,,"
1.248 cm³
"
1009,"
€ 11.520,-
",- km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1010,"
€ 11.520,-
",- km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1011,"
€ 11.520,-
",- km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1012,"
€ 11.520,-
",- km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1013,"
€ 11.520,-
",- km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1014,"
€ 11.590,-
",24.250 km,04/2018,62 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Super E10 95 / Super 95,,"
1.248 cm³
"
1015,"
€ 11.790,-
",14.900 km,04/2018,88 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1016,"
€ 11.800,-
",10.000 km,03/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,,"
998 cm³
"
1017,"
€ 11.880,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
1018,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1019,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1020,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1021,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1022,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1023,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1024,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1025,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1026,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1027,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1028,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1029,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1030,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1031,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1032,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1033,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1034,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1035,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1036,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1037,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1038,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1039,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1040,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1041,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1042,"
€ 11.890,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1043,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1044,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1045,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1046,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1047,,5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1048,,5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1049,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1050,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1051,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1052,,5 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1053,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1054,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1055,,5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1056,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1057,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1058,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1059,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1060,,5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1061,,5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1062,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1063,"
€ 11.890,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1064,"
€ 11.900,-
",25.000 km,07/2018,74 kW,Hyundai,i20,2018,Silber,Limousine,Benzin,,"
998 cm³
"
1065,"
€ 11.900,-
",19.150 km,07/2018,74 kW,Hyundai,i20,2018,Grau,Limousine,Benzin,,"
998 cm³
"
1066,"
€ 11.900,-
",24.220 km,06/2018,88 kW,Hyundai,i20,2018,Braun,Coupé,Benzin,,"
998 cm³
"
1067,"
€ 11.900,-
",35.000 km,04/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,,"
1.248 cm³
"
1068,"
€ 11.980,-
",17.983 km,12/2018,- kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,"
Front
"
1069,"
€ 11.980,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1070,"
€ 11.980,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1071,"
€ 11.980,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1072,"
€ 11.980,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1073,"
€ 11.980,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Limousine,Schaltgetriebe,,no_data_about_accident,"
1.248 cm³
"
1074,"
€ 11.980,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1075,"
€ 11.980,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1076,"
€ 11.980,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1077,"
€ 11.980,-
",5.000 km,12/2018,55 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1078,"
€ 11.985,-
",23.170 km,08/2018,62 kW,Hyundai,i20,2018,Silber,Kleinwagen,Benzin,no_data_about_accident,no_data
1079,"
€ 11.990,-
",32.954 km,06/2018,74 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,,no_data
1080,"
€ 11.990,-
",28.935 km,11/2018,74 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,no_data_about_accident,"
1.368 cm³
"
1081,"
€ 11.990,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1082,"
€ 11.990,-
",9.000 km,10/2018,62 kW,Hyundai,i20,2018,Blau,Kleinwagen,Benzin,no_data_about_accident,"
1.248 cm³
"
1083,"
€ 11.990,-
",14.962 km,06/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,no_data_about_accident,"
4
"
1084,"
€ 11.990,-
",17.100 km,03/2018,55 kW,Hyundai,i20,2018,Silber,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1085,"
€ 11.990,-
",21.000 km,03/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95 / Super E10 95 / Super Plus 98 / Super Plus E10 98,"
12 Monate
","
1.248 cm³
"
1086,"
€ 11.990,-
",1.608 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Benzin,,no_data
1087,"
€ 11.990,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
1.055 kg
"
1088,"
€ 11.990,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
1.055 kg
"
1089,"
€ 11.990,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Silber,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
1.055 kg
"
1090,"
€ 11.990,-
",10 km,10/2018,62 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,,no_data
1091,"
€ 11.995,-
",59.250 km,08/2018,62 kW,Hyundai,i20,2018,Grau,Kleinwagen,Benzin,,no_data
1092,"
€ 11.999,-
",5 km,12/2018,62 kW,Hyundai,i20,2018,Weiß,Kleinwagen,Super 95,,no_data
1093,"
€ 12.000,-
",5.233 km,09/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,,"
1.248 cm³
"
1094,"
€ 12.034,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
1095,"
€ 12.036,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
1096,"
€ 12.100,-
",24.000 km,05/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
1097,"
€ 12.266,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,,no_data
1098,"
€ 12.266,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
1099,"
€ 12.280,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1100,"
€ 12.280,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Blau,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1101,"
€ 12.290,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95 / Normal/Benzin 91,no_data_about_accident,"
1.055 kg
"
1102,"
€ 12.300,-
",19.500 km,11/2018,74 kW,Hyundai,i20,2018,Blau,SUV/Geländewagen/Pickup,Super 95,,"
1.368 cm³
"
1103,"
€ 12.440,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,no_data_about_accident,no_data
1104,"
€ 12.480,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
1105,"
€ 12.499,-
",35.127 km,08/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
1106,"
€ 12.500,-
",35.000 km,03/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Benzin,,"
1.248 cm³
"
1107,"
€ 12.530,-
",10 km,12/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,,no_data
1108,"
€ 12.590,-
",10.500 km,04/2018,74 kW,Hyundai,i20,2018,Silber,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1109,"
€ 12.590,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Braun,Kleinwagen,Super 95,,no_data
1110,"
€ 12.730,-
",5 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1111,"
€ 12.800,-
",20.000 km,06/2018,74 kW,Hyundai,i20,2018,Silber,Limousine,Benzin,no_data_about_accident,"
998 cm³
"
1112,"
€ 12.850,-
",29.158 km,07/2018,74 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95 (Rußpartikelfilter),,no_data
1113,"
€ 12.890,-
",50.500 km,02/2018,88 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Benzin,,no_data
1114,"
€ 12.890,-
",6.050 km,05/2018,88 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,,no_data
1115,"
€ 12.890,-
",20.000 km,07/2018,74 kW,Hyundai,i20,2018,Rot,Kleinwagen,Benzin,,"
998 cm³
"
1116,"
€ 12.899,-
",25.627 km,07/2018,62 kW,Hyundai,i20,2018,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
1117,"
€ 12.900,-
",35.000 km,04/2018,62 kW,Hyundai,i20,2018,Grau,Limousine,Benzin,no_data_about_accident,"
1.248 cm³
"
1118,"
€ 12.950,-
",9.563 km,11/2018,74 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1119,"
€ 12.988,-
",18.000 km,03/2018,74 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,,no_data
1120,"
€ 12.990,-
",24.300 km,01/2018,74 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,"
4
"
1121,"
€ 12.990,-
",50 km,05/2018,62 kW,Hyundai,i20,2018,Grau,Kleinwagen,Super 95,no_data_about_accident,"
1.248 cm³
"
1122,"
€ 12.990,-
",100 km,12/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1123,"
€ 12.999,-
",16.911 km,05/2018,88 kW,Hyundai,i20,2018,Silber,Limousine,Super 95 / Super Plus 98 / Super E10 95 / Super Plus E10 98,"
07/2020
","
998 cm³
"
1124,"
€ 13.000,-
",26.000 km,06/2018,88 kW,Hyundai,i20,2018,Blau,Limousine,Benzin,,"
998 cm³
"
1125,"
€ 13.290,-
",21.700 km,11/2018,74 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,,no_data
1126,"
€ 13.290,-
",100 km,06/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1127,"
€ 13.350,-
",25.000 km,07/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Super E10 95 / Super 95,,"
998 cm³
"
1128,"
€ 13.400,-
",33.000 km,04/2018,88 kW,Hyundai,i20,2018,Rot,Coupé,Benzin,no_data_about_accident,"
998 cm³
"
1129,"
€ 13.480,-
",7.645 km,03/2018,62 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,,no_data
1130,"
€ 13.500,-
",24.000 km,06/2018,88 kW,Hyundai,i20,2018,Silber,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1131,"
€ 13.740,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
1132,"
€ 13.741,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
1133,"
€ 13.741,-
",10 km,11/2018,62 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
1134,"
€ 13.750,-
",10.000 km,12/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95 (Rußpartikelfilter),,"
998 cm³
"
1135,"
€ 13.973,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95 / Super E10 95,no_data_about_accident,no_data
1136,"
€ 13.973,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
1137,"
€ 13.990,-
",19.500 km,11/2018,74 kW,Hyundai,i20,2018,Blau,Kleinwagen,Super 95,,no_data
1138,"
€ 14.147,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,no_data_about_accident,no_data
1139,"
€ 14.321,-
",100 km,11/2018,62 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,no_data_about_accident,"
Front
"
1140,"
€ 14.480,-
",20 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,,"
1.248 cm³
"
1141,"
€ 14.480,-
",20 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1142,"
€ 14.750,-
",20 km,11/2018,62 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,,no_data
1143,"
€ 14.750,-
",20 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,,no_data
1144,"
€ 14.980,-
",- km,10/2018,62 kW,Hyundai,i20,2018,Kleinwagen,Schaltgetriebe,,no_data_about_accident,no_data
1145,"
€ 14.990,-
",14.434 km,12/2018,62 kW,Hyundai,i20,2018,Weiß,Limousine,Super 95,no_data_about_accident,"
1.248 cm³
"
1146,"
€ 14.990,-
",16.527 km,08/2018,74 kW,Hyundai,i20,2018,Rot,Kleinwagen,Super 95,,no_data
1147,"
€ 14.990,-
",10 km,11/2018,74 kW,Hyundai,i20,2018,Schwarz,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1148,"
€ 14.990,-
",13.000 km,11/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,"
60 Monate
","
1.248 cm³
"
1149,"
€ 15.000,-
",21.500 km,10/2018,74 kW,Hyundai,i20,2018,Weiß,Limousine,Benzin,,"
998 cm³
"
1150,"
€ 15.490,-
",100 km,10/2018,62 kW,Hyundai,i20,2018,Rot,Limousine,Super 95,"
Ja
","
1.248 cm³
"
1151,"
€ 9.991,-
",23.500 km,05/2019,55 kW,Hyundai,i20,2019,Silber,Kleinwagen,Super 95,,"
1.248 cm³
"
1152,"
€ 10.270,-
",18.021 km,10/2019,55 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,"
1.248 cm³
"
1153,"
€ 10.470,-
",12.210 km,12/2019,55 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
1154,"
€ 11.959,-
",4.999 km,04/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95 / Super Plus 98 / Super E10 95,,"
1.248 cm³
"
1155,"
€ 12.450,-
",14.636 km,07/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super E10 95 / Super 95 / Super Plus 98 / Super Plus E10 98,,"
998 cm³
"
1156,"
€ 12.491,-
",16.465 km,09/2019,62 kW,Hyundai,i20,2019,Schwarz,Kleinwagen,Super 95,,"
1.248 cm³
"
1157,"
€ 13.990,-
",6.650 km,09/2019,74 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,no_data_about_accident,"
998 cm³
"
1158,"
€ 14.480,-
",10 km,11/2019,73 kW,Hyundai,i20,2019,Blau,Limousine,Super 95 (Rußpartikelfilter),no_data_about_accident,"
1.368 cm³
"
1159,"
€ 14.880,-
",6.500 km,12/2019,73 kW,Hyundai,i20,2019,Rot,Limousine,Super 95 (Rußpartikelfilter),no_data_about_accident,"
998 cm³
"
1160,"
€ 15.897,-
",200 km,07/2019,73 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95,,"
998 cm³
"
1161,"
€ 9.189,-
",42.440 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1162,"
€ 9.189,-
",41.930 km,06/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1163,"
€ 9.189,-
",42.805 km,07/2019,55 kW,Hyundai,i20,2019,Weiß,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1164,"
€ 9.190,-
",43.460 km,07/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1165,"
€ 9.190,-
",35.930 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1166,"
€ 9.389,-
",36.730 km,06/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1167,"
€ 9.390,-
",37.900 km,05/2019,55 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 / Normal/Benzin 91,,"
1.248 cm³
"
1168,"
€ 9.700,-
",3.900 km,08/2019,55 kW,Hyundai,i20,2019,Grau,Limousine,Super E10 95,"
2 Monate
","
1.248 cm³
"
1169,"
€ 11.490,-
",14.545 km,05/2019,62 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,no_data
1170,"
€ 11.498,-
",7.800 km,01/2019,62 kW,Hyundai,i20,2019,Grau,Kleinwagen,Super 95,,no_data
1171,"
€ 12.888,-
",18.750 km,03/2019,74 kW,Hyundai,i20,2019,Silber,Kleinwagen,Benzin (Rußpartikelfilter),,no_data
1172,"
€ 13.999,-
",15.601 km,02/2019,74 kW,Hyundai,i20,2019,Schwarz,Limousine,Super 95 (Rußpartikelfilter),,"
998 cm³
"
1173,"
€ 16.470,-
",10.900 km,09/2019,74 kW,Hyundai,i20,2019,Rot,Kleinwagen,Super 95,,"
Front
"
1174,"
€ 17.980,-
",13.859 km,07/2019,88 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,"
Front
"
1175,"
€ 17.990,-
",10 km,11/2019,88 kW,Hyundai,i20,2019,Grau,Limousine,Super 95,no_data_about_accident,"
3
"
1176,"
€ 8.950,-
",13.400 km,01/2019,55 kW,Hyundai,i20,2019,Blau,Kleinwagen,Super 95,,no_data
